account_id,client_name,advisor_name,region,segment,account_type,asset_class,allocation_pct,market_value
A00143,Laura Okonkwo,Aisha Bello,Northeast,Mass Affluent,Traditional IRA,US Equity,0.4743,97230.28
A00143,Laura Okonkwo,Aisha Bello,Northeast,Mass Affluent,Traditional IRA,International Equity,0.1073,22008.03
A00143,Laura Okonkwo,Aisha Bello,Northeast,Mass Affluent,Traditional IRA,Fixed Income,0.2686,55072.8
A00143,Laura Okonkwo,Aisha Bello,Northeast,Mass Affluent,Traditional IRA,Cash & Equivalents,0.0966,19796.37
A00143,Laura Okonkwo,Aisha Bello,Northeast,Mass Affluent,Traditional IRA,Alternatives,0.0532,10906.4
A00144,Brian Calloway,Elise Fontaine,Southeast,Ultra High Net Worth,Traditional IRA,US Equity,0.3534,6397492.82
A00144,Brian Calloway,Elise Fontaine,Southeast,Ultra High Net Worth,Traditional IRA,International Equity,0.243,4399180.9
A00144,Brian Calloway,Elise Fontaine,Southeast,Ultra High Net Worth,Traditional IRA,Fixed Income,0.1307,2365971.59
A00144,Brian Calloway,Elise Fontaine,Southeast,Ultra High Net Worth,Traditional IRA,Cash & Equivalents,0.1011,1830085.86
A00144,Brian Calloway,Elise Fontaine,Southeast,Ultra High Net Worth,Traditional IRA,Alternatives,0.1717,3107757.9
A00146,Kimberly Calloway,Marcus Ellery,Midwest,Ultra High Net Worth,Trust,US Equity,0.3198,1158023.46
A00146,Kimberly Calloway,Marcus Ellery,Midwest,Ultra High Net Worth,Trust,International Equity,0.2435,881579.2
A00146,Kimberly Calloway,Marcus Ellery,Midwest,Ultra High Net Worth,Trust,Fixed Income,0.2245,812788.02
A00146,Kimberly Calloway,Marcus Ellery,Midwest,Ultra High Net Worth,Trust,Cash & Equivalents,0.0564,204362.27
A00146,Kimberly Calloway,Marcus Ellery,Midwest,Ultra High Net Worth,Trust,Alternatives,0.1557,563832.37
A00147,Kimberly Calloway,Marcus Ellery,Midwest,Ultra High Net Worth,Traditional IRA,US Equity,0.2637,2384128.09
A00147,Kimberly Calloway,Marcus Ellery,Midwest,Ultra High Net Worth,Traditional IRA,International Equity,0.2658,2403544.35
A00147,Kimberly Calloway,Marcus Ellery,Midwest,Ultra High Net Worth,Traditional IRA,Fixed Income,0.2054,1856831.64
A00147,Kimberly Calloway,Marcus Ellery,Midwest,Ultra High Net Worth,Traditional IRA,Cash & Equivalents,0.0454,410497.78
A00147,Kimberly Calloway,Marcus Ellery,Midwest,Ultra High Net Worth,Traditional IRA,Alternatives,0.2198,1987103.41
A00148,Jeffrey Grimaldi,Rowan Blackwell,Southeast,Mass Affluent,Trust,US Equity,0.4559,70273.58
A00148,Jeffrey Grimaldi,Rowan Blackwell,Southeast,Mass Affluent,Trust,International Equity,0.1553,23936.63
A00148,Jeffrey Grimaldi,Rowan Blackwell,Southeast,Mass Affluent,Trust,Fixed Income,0.2437,37553.88
A00148,Jeffrey Grimaldi,Rowan Blackwell,Southeast,Mass Affluent,Trust,Cash & Equivalents,0.091,14020.63
A00148,Jeffrey Grimaldi,Rowan Blackwell,Southeast,Mass Affluent,Trust,Alternatives,0.0541,8344.31
A00149,Ronald Anderson,Warren Tsai,West,Mass Affluent,Trust,US Equity,0.4414,55560.52
A00149,Ronald Anderson,Warren Tsai,West,Mass Affluent,Trust,International Equity,0.1719,21645.62
A00149,Ronald Anderson,Warren Tsai,West,Mass Affluent,Trust,Fixed Income,0.2909,36623.12
A00149,Ronald Anderson,Warren Tsai,West,Mass Affluent,Trust,Cash & Equivalents,0.0865,10887.06
A00149,Ronald Anderson,Warren Tsai,West,Mass Affluent,Trust,Alternatives,0.0093,1168.54
A00150,Ronald Anderson,Warren Tsai,West,Mass Affluent,Roth IRA,US Equity,0.4363,32048.6
A00150,Ronald Anderson,Warren Tsai,West,Mass Affluent,Roth IRA,International Equity,0.1232,9051.88
A00150,Ronald Anderson,Warren Tsai,West,Mass Affluent,Roth IRA,Fixed Income,0.3223,23670.59
A00150,Ronald Anderson,Warren Tsai,West,Mass Affluent,Roth IRA,Cash & Equivalents,0.0415,3051.73
A00150,Ronald Anderson,Warren Tsai,West,Mass Affluent,Roth IRA,Alternatives,0.0766,5625.71
A00151,Ronald Anderson,Warren Tsai,West,Mass Affluent,Taxable Brokerage,US Equity,0.45,29173.69
A00151,Ronald Anderson,Warren Tsai,West,Mass Affluent,Taxable Brokerage,International Equity,0.1481,9604.8
A00151,Ronald Anderson,Warren Tsai,West,Mass Affluent,Taxable Brokerage,Fixed Income,0.2769,17955.4
A00151,Ronald Anderson,Warren Tsai,West,Mass Affluent,Taxable Brokerage,Cash & Equivalents,0.065,4213.29
A00151,Ronald Anderson,Warren Tsai,West,Mass Affluent,Taxable Brokerage,Alternatives,0.0599,3886.01
A00152,Sandra Lockhart,Tomas Herrera,Northeast,Mass Affluent,401(k) Rollover,US Equity,0.4128,64745.21
A00152,Sandra Lockhart,Tomas Herrera,Northeast,Mass Affluent,401(k) Rollover,International Equity,0.1617,25367.57
A00152,Sandra Lockhart,Tomas Herrera,Northeast,Mass Affluent,401(k) Rollover,Fixed Income,0.288,45176.08
A00152,Sandra Lockhart,Tomas Herrera,Northeast,Mass Affluent,401(k) Rollover,Cash & Equivalents,0.0853,13378.09
A00152,Sandra Lockhart,Tomas Herrera,Northeast,Mass Affluent,401(k) Rollover,Alternatives,0.0521,8167.67
A00153,Jeffrey Yates,Marcus Ellery,Midwest,Ultra High Net Worth,Trust,US Equity,0.3724,1540764.08
A00153,Jeffrey Yates,Marcus Ellery,Midwest,Ultra High Net Worth,Trust,International Equity,0.2144,887153.77
A00153,Jeffrey Yates,Marcus Ellery,Midwest,Ultra High Net Worth,Trust,Fixed Income,0.2257,933683.38
A00153,Jeffrey Yates,Marcus Ellery,Midwest,Ultra High Net Worth,Trust,Cash & Equivalents,0.0143,59190.56
A00153,Jeffrey Yates,Marcus Ellery,Midwest,Ultra High Net Worth,Trust,Alternatives,0.1732,716637.94
A00154,Karen Grimaldi,Aisha Bello,Northeast,Ultra High Net Worth,Traditional IRA,US Equity,0.3077,1014708.41
A00154,Karen Grimaldi,Aisha Bello,Northeast,Ultra High Net Worth,Traditional IRA,International Equity,0.2277,750917.23
A00154,Karen Grimaldi,Aisha Bello,Northeast,Ultra High Net Worth,Traditional IRA,Fixed Income,0.1806,595611.53
A00154,Karen Grimaldi,Aisha Bello,Northeast,Ultra High Net Worth,Traditional IRA,Cash & Equivalents,0.1103,363635.25
A00154,Karen Grimaldi,Aisha Bello,Northeast,Ultra High Net Worth,Traditional IRA,Alternatives,0.1738,573111.5
A00155,Karen Grimaldi,Aisha Bello,Northeast,Ultra High Net Worth,401(k) Rollover,US Equity,0.4003,6213378.45
A00155,Karen Grimaldi,Aisha Bello,Northeast,Ultra High Net Worth,401(k) Rollover,International Equity,0.2193,3402921.23
A00155,Karen Grimaldi,Aisha Bello,Northeast,Ultra High Net Worth,401(k) Rollover,Fixed Income,0.1798,2791111.08
A00155,Karen Grimaldi,Aisha Bello,Northeast,Ultra High Net Worth,401(k) Rollover,Cash & Equivalents,0.0115,177746.37
A00155,Karen Grimaldi,Aisha Bello,Northeast,Ultra High Net Worth,401(k) Rollover,Alternatives,0.1891,2934936.19
A00156,Karen Grimaldi,Aisha Bello,Northeast,Ultra High Net Worth,Trust,US Equity,0.3819,1886064.18
A00156,Karen Grimaldi,Aisha Bello,Northeast,Ultra High Net Worth,Trust,International Equity,0.2302,1136867.27
A00156,Karen Grimaldi,Aisha Bello,Northeast,Ultra High Net Worth,Trust,Fixed Income,0.2066,1020162.19
A00156,Karen Grimaldi,Aisha Bello,Northeast,Ultra High Net Worth,Trust,Cash & Equivalents,0.0104,51129.49
A00156,Karen Grimaldi,Aisha Bello,Northeast,Ultra High Net Worth,Trust,Alternatives,0.171,844566.28
A00157,Mark Ellsworth,Dana Whitfield,Midwest,Ultra High Net Worth,Taxable Brokerage,US Equity,0.3459,5983498.24
A00157,Mark Ellsworth,Dana Whitfield,Midwest,Ultra High Net Worth,Taxable Brokerage,International Equity,0.1949,3371914.02
A00157,Mark Ellsworth,Dana Whitfield,Midwest,Ultra High Net Worth,Taxable Brokerage,Fixed Income,0.2309,3994272.27
A00157,Mark Ellsworth,Dana Whitfield,Midwest,Ultra High Net Worth,Taxable Brokerage,Cash & Equivalents,0.0103,178230.87
A00157,Mark Ellsworth,Dana Whitfield,Midwest,Ultra High Net Worth,Taxable Brokerage,Alternatives,0.2179,3769683.29
A00158,Mark Ellsworth,Dana Whitfield,Midwest,Ultra High Net Worth,Traditional IRA,US Equity,0.3081,3779436.98
A00158,Mark Ellsworth,Dana Whitfield,Midwest,Ultra High Net Worth,Traditional IRA,International Equity,0.2074,2543604.64
A00158,Mark Ellsworth,Dana Whitfield,Midwest,Ultra High Net Worth,Traditional IRA,Fixed Income,0.1659,2034436.83
A00158,Mark Ellsworth,Dana Whitfield,Midwest,Ultra High Net Worth,Traditional IRA,Cash & Equivalents,0.0465,570888.76
A00158,Mark Ellsworth,Dana Whitfield,Midwest,Ultra High Net Worth,Traditional IRA,Alternatives,0.2721,3337239.88
A00159,Kevin Kowalski,Grant Sheffield,Northeast,Mass Affluent,Taxable Brokerage,US Equity,0.4082,194042.6
A00159,Kevin Kowalski,Grant Sheffield,Northeast,Mass Affluent,Taxable Brokerage,International Equity,0.1447,68764.6
A00159,Kevin Kowalski,Grant Sheffield,Northeast,Mass Affluent,Taxable Brokerage,Fixed Income,0.2993,142288.53
A00159,Kevin Kowalski,Grant Sheffield,Northeast,Mass Affluent,Taxable Brokerage,Cash & Equivalents,0.095,45155.97
A00159,Kevin Kowalski,Grant Sheffield,Northeast,Mass Affluent,Taxable Brokerage,Alternatives,0.0528,25101.47
A00160,Cynthia Nguyen,Dana Whitfield,Midwest,Mass Affluent,Trust,US Equity,0.4475,62630.75
A00160,Cynthia Nguyen,Dana Whitfield,Midwest,Mass Affluent,Trust,International Equity,0.1376,19256.51
A00160,Cynthia Nguyen,Dana Whitfield,Midwest,Mass Affluent,Trust,Fixed Income,0.2846,39830.64
A00160,Cynthia Nguyen,Dana Whitfield,Midwest,Mass Affluent,Trust,Cash & Equivalents,0.0883,12364.81
A00160,Cynthia Nguyen,Dana Whitfield,Midwest,Mass Affluent,Trust,Alternatives,0.0421,5885.84
A00161,Cynthia Nguyen,Dana Whitfield,Midwest,Mass Affluent,Roth IRA,US Equity,0.4453,125404.21
A00161,Cynthia Nguyen,Dana Whitfield,Midwest,Mass Affluent,Roth IRA,International Equity,0.1624,45730.53
A00161,Cynthia Nguyen,Dana Whitfield,Midwest,Mass Affluent,Roth IRA,Fixed Income,0.3046,85790.21
A00161,Cynthia Nguyen,Dana Whitfield,Midwest,Mass Affluent,Roth IRA,Cash & Equivalents,0.0781,21985.65
A00161,Cynthia Nguyen,Dana Whitfield,Midwest,Mass Affluent,Roth IRA,Alternatives,0.0096,2707.39
A00162,Michael Jensen,Priya Raghunathan,Midwest,High Net Worth,Taxable Brokerage,US Equity,0.4614,601203.97
A00162,Michael Jensen,Priya Raghunathan,Midwest,High Net Worth,Taxable Brokerage,International Equity,0.1808,235627.38
A00162,Michael Jensen,Priya Raghunathan,Midwest,High Net Worth,Taxable Brokerage,Fixed Income,0.2321,302415.65
A00162,Michael Jensen,Priya Raghunathan,Midwest,High Net Worth,Taxable Brokerage,Cash & Equivalents,0.01,13063.09
A00162,Michael Jensen,Priya Raghunathan,Midwest,High Net Worth,Taxable Brokerage,Alternatives,0.1156,150632.76
A00163,Michael Jensen,Priya Raghunathan,Midwest,High Net Worth,Traditional IRA,US Equity,0.4616,488457.95
A00163,Michael Jensen,Priya Raghunathan,Midwest,High Net Worth,Traditional IRA,International Equity,0.1465,154966.85
A00163,Michael Jensen,Priya Raghunathan,Midwest,High Net Worth,Traditional IRA,Fixed Income,0.3319,351205.18
A00163,Michael Jensen,Priya Raghunathan,Midwest,High Net Worth,Traditional IRA,Cash & Equivalents,0.0171,18047.07
A00163,Michael Jensen,Priya Raghunathan,Midwest,High Net Worth,Traditional IRA,Alternatives,0.043,45475.49
A00164,Sandra Broussard,Priya Raghunathan,Midwest,High Net Worth,Traditional IRA,US Equity,0.3501,370400.25
A00164,Sandra Broussard,Priya Raghunathan,Midwest,High Net Worth,Traditional IRA,International Equity,0.243,257154.04
A00164,Sandra Broussard,Priya Raghunathan,Midwest,High Net Worth,Traditional IRA,Fixed Income,0.2846,301121.79
A00164,Sandra Broussard,Priya Raghunathan,Midwest,High Net Worth,Traditional IRA,Cash & Equivalents,0.0095,10026.28
A00164,Sandra Broussard,Priya Raghunathan,Midwest,High Net Worth,Traditional IRA,Alternatives,0.1128,119397.42
A00165,Sandra Broussard,Priya Raghunathan,Midwest,High Net Worth,401(k) Rollover,US Equity,0.4692,390294.78
A00165,Sandra Broussard,Priya Raghunathan,Midwest,High Net Worth,401(k) Rollover,International Equity,0.199,165529.59
A00165,Sandra Broussard,Priya Raghunathan,Midwest,High Net Worth,401(k) Rollover,Fixed Income,0.2121,176455.4
A00165,Sandra Broussard,Priya Raghunathan,Midwest,High Net Worth,401(k) Rollover,Cash & Equivalents,0.0257,21386.74
A00165,Sandra Broussard,Priya Raghunathan,Midwest,High Net Worth,401(k) Rollover,Alternatives,0.0941,78242.36
A00166,Sandra Broussard,Priya Raghunathan,Midwest,High Net Worth,Taxable Brokerage,US Equity,0.3792,237376.46
A00166,Sandra Broussard,Priya Raghunathan,Midwest,High Net Worth,Taxable Brokerage,International Equity,0.1526,95507.67
A00166,Sandra Broussard,Priya Raghunathan,Midwest,High Net Worth,Taxable Brokerage,Fixed Income,0.2474,154854.08
A00166,Sandra Broussard,Priya Raghunathan,Midwest,High Net Worth,Taxable Brokerage,Cash & Equivalents,0.0553,34589.62
A00166,Sandra Broussard,Priya Raghunathan,Midwest,High Net Worth,Taxable Brokerage,Alternatives,0.1656,103658.09
A00167,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,Trust,US Equity,0.3836,1038510.45
A00167,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,Trust,International Equity,0.142,384536.31
A00167,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,Trust,Fixed Income,0.2337,632690.69
A00167,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,Trust,Cash & Equivalents,0.0531,143620.35
A00167,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,Trust,Alternatives,0.1876,507795.84
A00168,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,Taxable Brokerage,US Equity,0.3451,2292924.97
A00168,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,Taxable Brokerage,International Equity,0.1947,1293510.3
A00168,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,Taxable Brokerage,Fixed Income,0.2285,1518005.9
A00168,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,Taxable Brokerage,Cash & Equivalents,0.0095,62799.73
A00168,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,Taxable Brokerage,Alternatives,0.2222,1476102.62
A00169,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,Traditional IRA,US Equity,0.3283,2873109.83
A00169,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,Traditional IRA,International Equity,0.2624,2296079.83
A00169,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,Traditional IRA,Fixed Income,0.1564,1368476.48
A00169,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,Traditional IRA,Cash & Equivalents,0.0374,327213.2
A00169,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,Traditional IRA,Alternatives,0.2156,1886402.4
A00170,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,401(k) Rollover,US Equity,0.3257,1160202.64
A00170,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,401(k) Rollover,International Equity,0.2172,773796.86
A00170,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,401(k) Rollover,Fixed Income,0.2412,859140.62
A00170,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,401(k) Rollover,Cash & Equivalents,0.0099,35383.58
A00170,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,401(k) Rollover,Alternatives,0.206,733931.54
A00171,Michelle Tavares,Marcus Ellery,Midwest,Ultra High Net Worth,Traditional IRA,US Equity,0.383,12248368.94
A00171,Michelle Tavares,Marcus Ellery,Midwest,Ultra High Net Worth,Traditional IRA,International Equity,0.1584,5064557.83
A00171,Michelle Tavares,Marcus Ellery,Midwest,Ultra High Net Worth,Traditional IRA,Fixed Income,0.2096,6702459.42
A00171,Michelle Tavares,Marcus Ellery,Midwest,Ultra High Net Worth,Traditional IRA,Cash & Equivalents,0.0721,2307080.84
A00171,Michelle Tavares,Marcus Ellery,Midwest,Ultra High Net Worth,Traditional IRA,Alternatives,0.1769,5655537.58
A00172,Joshua Pemberton,Declan Moreau,West,Mass Affluent,Trust,US Equity,0.4438,245818.41
A00172,Joshua Pemberton,Declan Moreau,West,Mass Affluent,Trust,International Equity,0.1422,78760.32
A00172,Joshua Pemberton,Declan Moreau,West,Mass Affluent,Trust,Fixed Income,0.3002,166306.13
A00172,Joshua Pemberton,Declan Moreau,West,Mass Affluent,Trust,Cash & Equivalents,0.1032,57170.08
A00172,Joshua Pemberton,Declan Moreau,West,Mass Affluent,Trust,Alternatives,0.0106,5895.44
A00173,Emily Ortega,Elise Fontaine,Southeast,High Net Worth,401(k) Rollover,US Equity,0.375,235803.19
A00173,Emily Ortega,Elise Fontaine,Southeast,High Net Worth,401(k) Rollover,International Equity,0.1399,87955.63
A00173,Emily Ortega,Elise Fontaine,Southeast,High Net Worth,401(k) Rollover,Fixed Income,0.2726,171382.02
A00173,Emily Ortega,Elise Fontaine,Southeast,High Net Worth,401(k) Rollover,Cash & Equivalents,0.0786,49410.15
A00173,Emily Ortega,Elise Fontaine,Southeast,High Net Worth,401(k) Rollover,Alternatives,0.134,84226.23
A00174,Emily Ortega,Elise Fontaine,Southeast,High Net Worth,Traditional IRA,US Equity,0.4236,355951.5
A00174,Emily Ortega,Elise Fontaine,Southeast,High Net Worth,Traditional IRA,International Equity,0.1992,167382.89
A00174,Emily Ortega,Elise Fontaine,Southeast,High Net Worth,Traditional IRA,Fixed Income,0.2357,198042.82
A00174,Emily Ortega,Elise Fontaine,Southeast,High Net Worth,Traditional IRA,Cash & Equivalents,0.0481,40392.98
A00174,Emily Ortega,Elise Fontaine,Southeast,High Net Worth,Traditional IRA,Alternatives,0.0935,78584.26
A00175,Lisa Zabala,Warren Tsai,West,Mass Affluent,Trust,US Equity,0.4219,46569.3
A00175,Lisa Zabala,Warren Tsai,West,Mass Affluent,Trust,International Equity,0.1921,21202.48
A00175,Lisa Zabala,Warren Tsai,West,Mass Affluent,Trust,Fixed Income,0.2662,29379.89
A00175,Lisa Zabala,Warren Tsai,West,Mass Affluent,Trust,Cash & Equivalents,0.1011,11154.82
A00175,Lisa Zabala,Warren Tsai,West,Mass Affluent,Trust,Alternatives,0.0187,2067.46
A00177,Brian Pemberton,Rowan Blackwell,Southeast,Mass Affluent,Taxable Brokerage,US Equity,0.5048,64511.85
A00177,Brian Pemberton,Rowan Blackwell,Southeast,Mass Affluent,Taxable Brokerage,International Equity,0.1511,19312.2
A00177,Brian Pemberton,Rowan Blackwell,Southeast,Mass Affluent,Taxable Brokerage,Fixed Income,0.2511,32093.8
A00177,Brian Pemberton,Rowan Blackwell,Southeast,Mass Affluent,Taxable Brokerage,Cash & Equivalents,0.0813,10393.32
A00177,Brian Pemberton,Rowan Blackwell,Southeast,Mass Affluent,Taxable Brokerage,Alternatives,0.0116,1476.8
A00178,Brian Pemberton,Rowan Blackwell,Southeast,Mass Affluent,401(k) Rollover,US Equity,0.4569,29975.24
A00178,Brian Pemberton,Rowan Blackwell,Southeast,Mass Affluent,401(k) Rollover,International Equity,0.1835,12040.76
A00178,Brian Pemberton,Rowan Blackwell,Southeast,Mass Affluent,401(k) Rollover,Fixed Income,0.3094,20293.77
A00178,Brian Pemberton,Rowan Blackwell,Southeast,Mass Affluent,401(k) Rollover,Cash & Equivalents,0.0197,1295.23
A00178,Brian Pemberton,Rowan Blackwell,Southeast,Mass Affluent,401(k) Rollover,Alternatives,0.0304,1995.56
A00179,Andrew Quinlan,Dana Whitfield,Midwest,Mass Affluent,Roth IRA,US Equity,0.438,60558.84
A00179,Andrew Quinlan,Dana Whitfield,Midwest,Mass Affluent,Roth IRA,International Equity,0.1639,22656.95
A00179,Andrew Quinlan,Dana Whitfield,Midwest,Mass Affluent,Roth IRA,Fixed Income,0.2442,33759.48
A00179,Andrew Quinlan,Dana Whitfield,Midwest,Mass Affluent,Roth IRA,Cash & Equivalents,0.1029,14220.75
A00179,Andrew Quinlan,Dana Whitfield,Midwest,Mass Affluent,Roth IRA,Alternatives,0.051,7055.95
A00180,Andrew Quinlan,Dana Whitfield,Midwest,Mass Affluent,Traditional IRA,US Equity,0.4182,45440.23
A00180,Andrew Quinlan,Dana Whitfield,Midwest,Mass Affluent,Traditional IRA,International Equity,0.1995,21680.46
A00180,Andrew Quinlan,Dana Whitfield,Midwest,Mass Affluent,Traditional IRA,Fixed Income,0.2471,26845.94
A00180,Andrew Quinlan,Dana Whitfield,Midwest,Mass Affluent,Traditional IRA,Cash & Equivalents,0.066,7169.33
A00180,Andrew Quinlan,Dana Whitfield,Midwest,Mass Affluent,Traditional IRA,Alternatives,0.0692,7522.24
A00181,Maria Quinlan,Elise Fontaine,Southeast,Ultra High Net Worth,Trust,US Equity,0.3679,4318281.44
A00181,Maria Quinlan,Elise Fontaine,Southeast,Ultra High Net Worth,Trust,International Equity,0.2813,3302480.83
A00181,Maria Quinlan,Elise Fontaine,Southeast,Ultra High Net Worth,Trust,Fixed Income,0.1962,2303033.72
A00181,Maria Quinlan,Elise Fontaine,Southeast,Ultra High Net Worth,Trust,Cash & Equivalents,0.0111,130836.66
A00181,Maria Quinlan,Elise Fontaine,Southeast,Ultra High Net Worth,Trust,Alternatives,0.1434,1683878.29
A00182,Brian Stroud,Marcus Ellery,Midwest,Mass Affluent,Roth IRA,US Equity,0.4518,33329.23
A00182,Brian Stroud,Marcus Ellery,Midwest,Mass Affluent,Roth IRA,International Equity,0.1824,13457.17
A00182,Brian Stroud,Marcus Ellery,Midwest,Mass Affluent,Roth IRA,Fixed Income,0.2972,21921.71
A00182,Brian Stroud,Marcus Ellery,Midwest,Mass Affluent,Roth IRA,Cash & Equivalents,0.0581,4285.38
A00182,Brian Stroud,Marcus Ellery,Midwest,Mass Affluent,Roth IRA,Alternatives,0.0105,775.73
A00183,Brian Stroud,Marcus Ellery,Midwest,Mass Affluent,Traditional IRA,US Equity,0.4668,36210.83
A00183,Brian Stroud,Marcus Ellery,Midwest,Mass Affluent,Traditional IRA,International Equity,0.1775,13769.82
A00183,Brian Stroud,Marcus Ellery,Midwest,Mass Affluent,Traditional IRA,Fixed Income,0.2445,18968.8
A00183,Brian Stroud,Marcus Ellery,Midwest,Mass Affluent,Traditional IRA,Cash & Equivalents,0.0976,7571.27
A00183,Brian Stroud,Marcus Ellery,Midwest,Mass Affluent,Traditional IRA,Alternatives,0.0136,1057.95
A00184,Brian Stroud,Marcus Ellery,Midwest,Mass Affluent,Trust,US Equity,0.4058,46016.69
A00184,Brian Stroud,Marcus Ellery,Midwest,Mass Affluent,Trust,International Equity,0.1474,16717.72
A00184,Brian Stroud,Marcus Ellery,Midwest,Mass Affluent,Trust,Fixed Income,0.2831,32102.29
A00184,Brian Stroud,Marcus Ellery,Midwest,Mass Affluent,Trust,Cash & Equivalents,0.1549,17562.17
A00184,Brian Stroud,Marcus Ellery,Midwest,Mass Affluent,Trust,Alternatives,0.0087,985.54
A00185,Michael Quinlan,Nina Castellanos,Southeast,Mass Affluent,Traditional IRA,US Equity,0.4164,155320.47
A00185,Michael Quinlan,Nina Castellanos,Southeast,Mass Affluent,Traditional IRA,International Equity,0.1954,72875.62
A00185,Michael Quinlan,Nina Castellanos,Southeast,Mass Affluent,Traditional IRA,Fixed Income,0.2521,94059.31
A00185,Michael Quinlan,Nina Castellanos,Southeast,Mass Affluent,Traditional IRA,Cash & Equivalents,0.0738,27527.67
A00185,Michael Quinlan,Nina Castellanos,Southeast,Mass Affluent,Traditional IRA,Alternatives,0.0623,23249.46
A00186,Karen Marchetti,Grant Sheffield,Northeast,Mass Affluent,Roth IRA,US Equity,0.4415,215248.57
A00186,Karen Marchetti,Grant Sheffield,Northeast,Mass Affluent,Roth IRA,International Equity,0.1417,69066.09
A00186,Karen Marchetti,Grant Sheffield,Northeast,Mass Affluent,Roth IRA,Fixed Income,0.3139,153050.56
A00186,Karen Marchetti,Grant Sheffield,Northeast,Mass Affluent,Roth IRA,Cash & Equivalents,0.0929,45279.98
A00186,Karen Marchetti,Grant Sheffield,Northeast,Mass Affluent,Roth IRA,Alternatives,0.01,4895.82
A00187,Kenneth Pemberton,Tomas Herrera,Northeast,Mass Affluent,Taxable Brokerage,US Equity,0.4362,54078.4
A00187,Kenneth Pemberton,Tomas Herrera,Northeast,Mass Affluent,Taxable Brokerage,International Equity,0.1377,17065.89
A00187,Kenneth Pemberton,Tomas Herrera,Northeast,Mass Affluent,Taxable Brokerage,Fixed Income,0.2735,33902.96
A00187,Kenneth Pemberton,Tomas Herrera,Northeast,Mass Affluent,Taxable Brokerage,Cash & Equivalents,0.1174,14559.4
A00187,Kenneth Pemberton,Tomas Herrera,Northeast,Mass Affluent,Taxable Brokerage,Alternatives,0.0352,4365.38
A00188,Kenneth Pemberton,Tomas Herrera,Northeast,Mass Affluent,Traditional IRA,US Equity,0.4791,40516.39
A00188,Kenneth Pemberton,Tomas Herrera,Northeast,Mass Affluent,Traditional IRA,International Equity,0.1574,13308.64
A00188,Kenneth Pemberton,Tomas Herrera,Northeast,Mass Affluent,Traditional IRA,Fixed Income,0.2694,22783.37
A00188,Kenneth Pemberton,Tomas Herrera,Northeast,Mass Affluent,Traditional IRA,Cash & Equivalents,0.0714,6039.06
A00188,Kenneth Pemberton,Tomas Herrera,Northeast,Mass Affluent,Traditional IRA,Alternatives,0.0226,1913.59
A00189,Kenneth Pemberton,Tomas Herrera,Northeast,Mass Affluent,Roth IRA,US Equity,0.4942,41434.03
A00189,Kenneth Pemberton,Tomas Herrera,Northeast,Mass Affluent,Roth IRA,International Equity,0.171,14334.91
A00189,Kenneth Pemberton,Tomas Herrera,Northeast,Mass Affluent,Roth IRA,Fixed Income,0.2044,17141.09
A00189,Kenneth Pemberton,Tomas Herrera,Northeast,Mass Affluent,Roth IRA,Cash & Equivalents,0.0991,8310.91
A00189,Kenneth Pemberton,Tomas Herrera,Northeast,Mass Affluent,Roth IRA,Alternatives,0.0313,2627.2
A00190,Kenneth Pemberton,Tomas Herrera,Northeast,Mass Affluent,Trust,US Equity,0.453,30690.17
A00190,Kenneth Pemberton,Tomas Herrera,Northeast,Mass Affluent,Trust,International Equity,0.1012,6856.96
A00190,Kenneth Pemberton,Tomas Herrera,Northeast,Mass Affluent,Trust,Fixed Income,0.4021,27242.38
A00190,Kenneth Pemberton,Tomas Herrera,Northeast,Mass Affluent,Trust,Cash & Equivalents,0.0315,2131.76
A00190,Kenneth Pemberton,Tomas Herrera,Northeast,Mass Affluent,Trust,Alternatives,0.0123,833.47
A00191,Deborah Nakamura,Priya Raghunathan,Midwest,Ultra High Net Worth,Traditional IRA,US Equity,0.3598,3292360.58
