month,account_id,client_id,client_name,advisor_name,region,segment,account_type,account_open_date,beginning_value,contributions,withdrawals,net_flow,market_gain_loss,ending_value,account_return,benchmark_return,is_closed
2025-10-01,A00167,C0085,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,Trust,2022-07-14,2332218.32,0.0,0.0,0.0,62433.07,2394651.39,0.02677,0.022,0
2025-11-01,A00167,C0085,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,Trust,2022-07-14,2394651.39,0.0,0.0,0.0,-41180.25,2353471.14,-0.017197,-0.013,0
2025-12-01,A00167,C0085,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,Trust,2022-07-14,2353471.14,0.0,35108.69,-35108.69,48834.41,2367196.86,0.02075,0.028,0
2026-01-01,A00167,C0085,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,Trust,2022-07-14,2367196.86,0.0,0.0,0.0,17827.28,2385024.14,0.007531,0.011,0
2026-02-01,A00167,C0085,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,Trust,2022-07-14,2385024.14,0.0,0.0,0.0,37686.0,2422710.14,0.015801,0.019,0
2026-03-01,A00167,C0085,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,Trust,2022-07-14,2422710.14,9607.84,0.0,9607.84,-18559.49,2413758.49,-0.007661,-0.006,0
2026-04-01,A00167,C0085,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,Trust,2022-07-14,2413758.49,20422.63,0.0,20422.63,85666.01,2519847.13,0.035491,0.024,0
2026-05-01,A00167,C0085,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,Trust,2022-07-14,2519847.13,0.0,0.0,0.0,30936.99,2550784.12,0.012277,0.016,0
2026-06-01,A00167,C0085,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,Trust,2022-07-14,2550784.12,0.0,0.0,0.0,11035.66,2561819.78,0.004326,0.008,0
2026-07-01,A00167,C0085,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,Trust,2022-07-14,2561819.78,0.0,0.0,0.0,97066.3,2658886.08,0.03789,0.03,0
2026-08-01,A00167,C0085,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,Trust,2022-07-14,2658886.08,4720.38,0.0,4720.38,43547.18,2707153.64,0.016378,0.013,0
2024-09-01,A00168,C0085,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,Taxable Brokerage,2021-09-17,5340667.77,0.0,0.0,0.0,116842.07,5457509.84,0.021878,0.021,0
2024-10-01,A00168,C0085,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,Taxable Brokerage,2021-09-17,5457509.84,0.0,0.0,0.0,31246.15,5488755.99,0.005725,0.014,0
2024-11-01,A00168,C0085,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,Taxable Brokerage,2021-09-17,5488755.99,4934.92,0.0,4934.92,-39127.74,5454563.17,-0.007129,-0.008,0
2024-12-01,A00168,C0085,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,Taxable Brokerage,2021-09-17,5454563.17,3392.33,113684.98,-110292.65,151859.09,5496129.61,0.027841,0.031,0
2025-01-01,A00168,C0085,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,Taxable Brokerage,2021-09-17,5496129.61,0.0,0.0,0.0,72055.46,5568185.07,0.01311,0.012,0
2025-02-01,A00168,C0085,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,Taxable Brokerage,2021-09-17,5568185.07,0.0,0.0,0.0,-126555.34,5441629.73,-0.022728,-0.024,0
2025-03-01,A00168,C0085,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,Taxable Brokerage,2021-09-17,5441629.73,0.0,0.0,0.0,110932.0,5552561.73,0.020386,0.018,0
2025-04-01,A00168,C0085,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,Taxable Brokerage,2021-09-17,5552561.73,0.0,0.0,0.0,160163.66,5712725.39,0.028845,0.026,0
2025-05-01,A00168,C0085,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,Taxable Brokerage,2021-09-17,5712725.39,0.0,0.0,0.0,30257.04,5742982.43,0.005296,0.007,0
2025-06-01,A00168,C0085,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,Taxable Brokerage,2021-09-17,5742982.43,0.0,0.0,0.0,-219569.91,5523412.52,-0.038233,-0.041,0
2025-07-01,A00168,C0085,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,Taxable Brokerage,2021-09-17,5523412.52,0.0,0.0,0.0,6642.87,5530055.39,0.001203,0.009,0
2025-08-01,A00168,C0085,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,Taxable Brokerage,2021-09-17,5530055.39,0.0,0.0,0.0,208711.99,5738767.38,0.037741,0.033,0
2025-09-01,A00168,C0085,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,Taxable Brokerage,2021-09-17,5738767.38,0.0,0.0,0.0,41779.33,5780546.71,0.00728,0.015,0
2025-10-01,A00168,C0085,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,Taxable Brokerage,2021-09-17,5780546.71,8140.44,0.0,8140.44,112574.0,5901261.15,0.019475,0.022,0
2025-11-01,A00168,C0085,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,Taxable Brokerage,2021-09-17,5901261.15,0.0,0.0,0.0,-51513.38,5849747.77,-0.008729,-0.013,0
2025-12-01,A00168,C0085,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,Taxable Brokerage,2021-09-17,5849747.77,0.0,0.0,0.0,185508.76,6035256.53,0.031712,0.028,0
2026-01-01,A00168,C0085,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,Taxable Brokerage,2021-09-17,6035256.53,0.0,0.0,0.0,10501.81,6045758.34,0.00174,0.011,0
2026-02-01,A00168,C0085,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,Taxable Brokerage,2021-09-17,6045758.34,0.0,0.0,0.0,106825.53,6152583.87,0.01767,0.019,0
2026-03-01,A00168,C0085,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,Taxable Brokerage,2021-09-17,6152583.87,22124.3,34101.88,-11977.58,-24639.32,6115966.97,-0.004005,-0.006,0
2026-04-01,A00168,C0085,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,Taxable Brokerage,2021-09-17,6115966.97,0.0,0.0,0.0,198374.08,6314341.05,0.032435,0.024,0
2026-05-01,A00168,C0085,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,Taxable Brokerage,2021-09-17,6314341.05,0.0,0.0,0.0,49117.72,6363458.77,0.007779,0.016,0
2026-06-01,A00168,C0085,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,Taxable Brokerage,2021-09-17,6363458.77,2933.26,0.0,2933.26,44996.26,6411388.29,0.007071,0.008,0
2026-07-01,A00168,C0085,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,Taxable Brokerage,2021-09-17,6411388.29,0.0,0.0,0.0,160689.69,6572077.98,0.025063,0.03,0
2026-08-01,A00168,C0085,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,Taxable Brokerage,2021-09-17,6572077.98,0.0,0.0,0.0,71265.54,6643343.52,0.010844,0.013,0
2024-09-01,A00169,C0085,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,Traditional IRA,2016-02-16,7882661.25,6032.39,129103.35,-123070.96,166951.78,7926542.07,0.02118,0.021,0
2024-10-01,A00169,C0085,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,Traditional IRA,2016-02-16,7926542.07,0.0,0.0,0.0,154872.59,8081414.66,0.019538,0.014,0
2024-11-01,A00169,C0085,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,Traditional IRA,2016-02-16,8081414.66,7949.03,0.0,7949.03,-99700.06,7989663.63,-0.012337,-0.008,0
2024-12-01,A00169,C0085,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,Traditional IRA,2016-02-16,7989663.63,7691.26,190963.96,-183272.7,243495.86,8049886.79,0.030476,0.031,0
2025-01-01,A00169,C0085,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,Traditional IRA,2016-02-16,8049886.79,2457.57,0.0,2457.57,84002.49,8136346.85,0.010435,0.012,0
2025-02-01,A00169,C0085,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,Traditional IRA,2016-02-16,8136346.85,0.0,0.0,0.0,-239278.18,7897068.67,-0.029409,-0.024,0
2025-03-01,A00169,C0085,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,Traditional IRA,2016-02-16,7897068.67,18488.87,0.0,18488.87,166186.37,8081743.91,0.021044,0.018,0
2025-04-01,A00169,C0085,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,Traditional IRA,2016-02-16,8081743.91,13034.13,0.0,13034.13,269042.65,8363820.69,0.03329,0.026,0
2025-05-01,A00169,C0085,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,Traditional IRA,2016-02-16,8363820.69,0.0,0.0,0.0,43549.27,8407369.96,0.005207,0.007,0
2025-06-01,A00169,C0085,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,Traditional IRA,2016-02-16,8407369.96,0.0,0.0,0.0,-375538.23,8031831.73,-0.044668,-0.041,0
2025-07-01,A00169,C0085,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,Traditional IRA,2016-02-16,8031831.73,0.0,73283.55,-73283.55,64818.5,8023366.68,0.00807,0.009,0
2025-08-01,A00169,C0085,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,Traditional IRA,2016-02-16,8023366.68,0.0,161530.09,-161530.09,277511.17,8139347.76,0.034588,0.033,0
2025-09-01,A00169,C0085,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,Traditional IRA,2016-02-16,8139347.76,0.0,0.0,0.0,147616.51,8286964.27,0.018136,0.015,0
2025-10-01,A00169,C0085,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,Traditional IRA,2016-02-16,8286964.27,0.0,0.0,0.0,169831.81,8456796.08,0.020494,0.022,0
2025-11-01,A00169,C0085,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,Traditional IRA,2016-02-16,8456796.08,0.0,143687.73,-143687.73,-57242.66,8255865.69,-0.006769,-0.013,0
2025-12-01,A00169,C0085,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,Traditional IRA,2016-02-16,8255865.69,0.0,0.0,0.0,231033.55,8486899.24,0.027984,0.028,0
2026-01-01,A00169,C0085,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,Traditional IRA,2016-02-16,8486899.24,0.0,169584.31,-169584.31,151894.21,8469209.14,0.017897,0.011,0
2026-02-01,A00169,C0085,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,Traditional IRA,2016-02-16,8469209.14,0.0,0.0,0.0,154111.34,8623320.48,0.018197,0.019,0
2026-03-01,A00169,C0085,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,Traditional IRA,2016-02-16,8623320.48,8237.62,94426.57,-86188.95,-134240.23,8402891.3,-0.015567,-0.006,0
2026-04-01,A00169,C0085,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,Traditional IRA,2016-02-16,8402891.3,15176.76,0.0,15176.76,202016.6,8620084.66,0.024041,0.024,0
2026-05-01,A00169,C0085,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,Traditional IRA,2016-02-16,8620084.66,10095.71,162299.03,-152203.32,166894.71,8634776.05,0.019361,0.016,0
2026-06-01,A00169,C0085,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,Traditional IRA,2016-02-16,8634776.05,0.0,209657.78,-209657.78,18868.08,8443986.35,0.002185,0.008,0
2026-07-01,A00169,C0085,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,Traditional IRA,2016-02-16,8443986.35,0.0,0.0,0.0,255004.3,8698990.65,0.0302,0.03,0
2026-08-01,A00169,C0085,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,Traditional IRA,2016-02-16,8698990.65,0.0,0.0,0.0,52291.1,8751281.75,0.006011,0.013,0
2024-09-01,A00170,C0085,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,401(k) Rollover,2024-07-03,3555706.38,0.0,81406.72,-81406.72,88105.48,3562405.14,0.024779,0.021,0
2024-10-01,A00170,C0085,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,401(k) Rollover,2024-07-03,3562405.14,5913.86,0.0,5913.86,55735.84,3624054.84,0.015646,0.014,0
2024-11-01,A00170,C0085,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,401(k) Rollover,2024-07-03,3624054.84,0.0,65351.35,-65351.35,-19541.32,3539162.17,-0.005392,-0.008,0
2024-12-01,A00170,C0085,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,401(k) Rollover,2024-07-03,3539162.17,15054.65,107112.64,-92057.99,108937.34,3556041.52,0.030781,0.031,0
2025-01-01,A00170,C0085,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,401(k) Rollover,2024-07-03,3556041.52,0.0,65149.29,-65149.29,13413.44,3504305.67,0.003772,0.012,0
2025-02-01,A00170,C0085,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,401(k) Rollover,2024-07-03,3504305.67,0.0,0.0,0.0,-94267.74,3410037.93,-0.026901,-0.024,0
2025-03-01,A00170,C0085,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,401(k) Rollover,2024-07-03,3410037.93,0.0,0.0,0.0,48675.34,3458713.27,0.014274,0.018,0
2025-04-01,A00170,C0085,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,401(k) Rollover,2024-07-03,3458713.27,0.0,53385.74,-53385.74,94190.5,3499518.03,0.027233,0.026,0
2025-05-01,A00170,C0085,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,401(k) Rollover,2024-07-03,3499518.03,0.0,129152.02,-129152.02,29973.38,3400339.39,0.008565,0.007,0
2025-06-01,A00170,C0085,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,401(k) Rollover,2024-07-03,3400339.39,4799.08,0.0,4799.08,-131366.37,3273772.1,-0.038633,-0.041,0
2025-07-01,A00170,C0085,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,401(k) Rollover,2024-07-03,3273772.1,0.0,61025.22,-61025.22,52815.25,3265562.13,0.016133,0.009,0
2025-08-01,A00170,C0085,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,401(k) Rollover,2024-07-03,3265562.13,0.0,76233.24,-76233.24,89798.67,3279127.56,0.027499,0.033,0
2025-09-01,A00170,C0085,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,401(k) Rollover,2024-07-03,3279127.56,0.0,0.0,0.0,53361.2,3332488.76,0.016273,0.015,0
2025-10-01,A00170,C0085,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,401(k) Rollover,2024-07-03,3332488.76,5083.82,0.0,5083.82,71727.66,3409300.24,0.021524,0.022,0
2025-11-01,A00170,C0085,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,401(k) Rollover,2024-07-03,3409300.24,12434.26,38068.64,-25634.38,-25730.79,3357935.07,-0.007547,-0.013,0
2025-12-01,A00170,C0085,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,401(k) Rollover,2024-07-03,3357935.07,22178.69,0.0,22178.69,87455.35,3467569.11,0.026044,0.028,0
2026-01-01,A00170,C0085,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,401(k) Rollover,2024-07-03,3467569.11,0.0,128238.13,-128238.13,16815.41,3356146.39,0.004849,0.011,0
2026-02-01,A00170,C0085,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,401(k) Rollover,2024-07-03,3356146.39,0.0,0.0,0.0,37059.87,3393206.26,0.011042,0.019,0
2026-03-01,A00170,C0085,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,401(k) Rollover,2024-07-03,3393206.26,0.0,0.0,0.0,-7126.02,3386080.24,-0.0021,-0.006,0
2026-04-01,A00170,C0085,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,401(k) Rollover,2024-07-03,3386080.24,19410.91,0.0,19410.91,77762.46,3483253.61,0.022965,0.024,0
2026-05-01,A00170,C0085,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,401(k) Rollover,2024-07-03,3483253.61,0.0,0.0,0.0,59030.24,3542283.85,0.016947,0.016,0
2026-06-01,A00170,C0085,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,401(k) Rollover,2024-07-03,3542283.85,0.0,66690.09,-66690.09,19249.06,3494842.82,0.005434,0.008,0
2026-07-01,A00170,C0085,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,401(k) Rollover,2024-07-03,3494842.82,0.0,67325.51,-67325.51,132884.76,3560402.07,0.038023,0.03,0
2026-08-01,A00170,C0085,Elizabeth Pemberton,Elise Fontaine,Southeast,Ultra High Net Worth,401(k) Rollover,2024-07-03,3560402.07,13522.5,76625.35,-63102.85,65156.02,3562455.24,0.0183,0.013,0
2024-09-01,A00171,C0086,Michelle Tavares,Marcus Ellery,Midwest,Ultra High Net Worth,Traditional IRA,2021-05-20,26194303.57,0.0,0.0,0.0,559605.21,26753908.78,0.021364,0.021,0
2024-10-01,A00171,C0086,Michelle Tavares,Marcus Ellery,Midwest,Ultra High Net Worth,Traditional IRA,2021-05-20,26753908.78,0.0,0.0,0.0,367059.01,27120967.79,0.01372,0.014,0
2024-11-01,A00171,C0086,Michelle Tavares,Marcus Ellery,Midwest,Ultra High Net Worth,Traditional IRA,2021-05-20,27120967.79,0.0,0.0,0.0,-431933.19,26689034.6,-0.015926,-0.008,0
2024-12-01,A00171,C0086,Michelle Tavares,Marcus Ellery,Midwest,Ultra High Net Worth,Traditional IRA,2021-05-20,26689034.6,22245.36,0.0,22245.36,851001.97,27562281.93,0.031886,0.031,0
2025-01-01,A00171,C0086,Michelle Tavares,Marcus Ellery,Midwest,Ultra High Net Worth,Traditional IRA,2021-05-20,27562281.93,12985.79,0.0,12985.79,230559.02,27805826.74,0.008365,0.012,0
2025-02-01,A00171,C0086,Michelle Tavares,Marcus Ellery,Midwest,Ultra High Net Worth,Traditional IRA,2021-05-20,27805826.74,13621.15,298224.47,-284603.32,-491788.71,27029434.71,-0.017687,-0.024,0
2025-03-01,A00171,C0086,Michelle Tavares,Marcus Ellery,Midwest,Ultra High Net Worth,Traditional IRA,2021-05-20,27029434.71,0.0,0.0,0.0,593843.0,27623277.71,0.02197,0.018,0
2025-04-01,A00171,C0086,Michelle Tavares,Marcus Ellery,Midwest,Ultra High Net Worth,Traditional IRA,2021-05-20,27623277.71,15124.34,427873.83,-412749.49,804493.98,28015022.2,0.029124,0.026,0
2025-05-01,A00171,C0086,Michelle Tavares,Marcus Ellery,Midwest,Ultra High Net Worth,Traditional IRA,2021-05-20,28015022.2,0.0,0.0,0.0,382580.1,28397602.3,0.013656,0.007,0
2025-06-01,A00171,C0086,Michelle Tavares,Marcus Ellery,Midwest,Ultra High Net Worth,Traditional IRA,2021-05-20,28397602.3,0.0,0.0,0.0,-1312019.85,27085582.45,-0.046202,-0.041,0
2025-07-01,A00171,C0086,Michelle Tavares,Marcus Ellery,Midwest,Ultra High Net Worth,Traditional IRA,2021-05-20,27085582.45,0.0,0.0,0.0,118299.3,27203881.75,0.004368,0.009,0
2025-08-01,A00171,C0086,Michelle Tavares,Marcus Ellery,Midwest,Ultra High Net Worth,Traditional IRA,2021-05-20,27203881.75,0.0,500578.77,-500578.77,797583.57,27500886.55,0.029319,0.033,0
2025-09-01,A00171,C0086,Michelle Tavares,Marcus Ellery,Midwest,Ultra High Net Worth,Traditional IRA,2021-05-20,27500886.55,9723.19,485334.72,-475611.53,260407.82,27285682.84,0.009469,0.015,0
2025-10-01,A00171,C0086,Michelle Tavares,Marcus Ellery,Midwest,Ultra High Net Worth,Traditional IRA,2021-05-20,27285682.84,0.0,0.0,0.0,574319.3,27860002.14,0.021048,0.022,0
2025-11-01,A00171,C0086,Michelle Tavares,Marcus Ellery,Midwest,Ultra High Net Worth,Traditional IRA,2021-05-20,27860002.14,0.0,0.0,0.0,-241766.92,27618235.22,-0.008678,-0.013,0
2025-12-01,A00171,C0086,Michelle Tavares,Marcus Ellery,Midwest,Ultra High Net Worth,Traditional IRA,2021-05-20,27618235.22,11002.86,153165.77,-142162.91,1042115.06,28518187.37,0.037733,0.028,0
2026-01-01,A00171,C0086,Michelle Tavares,Marcus Ellery,Midwest,Ultra High Net Worth,Traditional IRA,2021-05-20,28518187.37,0.0,0.0,0.0,575114.21,29093301.58,0.020167,0.011,0
2026-02-01,A00171,C0086,Michelle Tavares,Marcus Ellery,Midwest,Ultra High Net Worth,Traditional IRA,2021-05-20,29093301.58,0.0,0.0,0.0,507036.6,29600338.18,0.017428,0.019,0
2026-03-01,A00171,C0086,Michelle Tavares,Marcus Ellery,Midwest,Ultra High Net Worth,Traditional IRA,2021-05-20,29600338.18,0.0,0.0,0.0,-303005.92,29297332.26,-0.010237,-0.006,0
2026-04-01,A00171,C0086,Michelle Tavares,Marcus Ellery,Midwest,Ultra High Net Worth,Traditional IRA,2021-05-20,29297332.26,0.0,0.0,0.0,811928.61,30109260.87,0.027713,0.024,0
2026-05-01,A00171,C0086,Michelle Tavares,Marcus Ellery,Midwest,Ultra High Net Worth,Traditional IRA,2021-05-20,30109260.87,0.0,0.0,0.0,378733.35,30487994.22,0.012579,0.016,0
2026-06-01,A00171,C0086,Michelle Tavares,Marcus Ellery,Midwest,Ultra High Net Worth,Traditional IRA,2021-05-20,30487994.22,0.0,279916.78,-279916.78,486817.02,30694894.46,0.015967,0.008,0
2026-07-01,A00171,C0086,Michelle Tavares,Marcus Ellery,Midwest,Ultra High Net Worth,Traditional IRA,2021-05-20,30694894.46,0.0,0.0,0.0,860968.59,31555863.05,0.028049,0.03,0
2026-08-01,A00171,C0086,Michelle Tavares,Marcus Ellery,Midwest,Ultra High Net Worth,Traditional IRA,2021-05-20,31555863.05,0.0,172883.04,-172883.04,595024.6,31978004.61,0.018856,0.013,0
2024-09-01,A00172,C0087,Joshua Pemberton,Declan Moreau,West,Mass Affluent,Trust,2023-10-07,436595.56,1085.21,0.0,1085.21,1806.77,439487.54,0.004138,0.021,0
2024-10-01,A00172,C0087,Joshua Pemberton,Declan Moreau,West,Mass Affluent,Trust,2023-10-07,439487.54,1944.07,0.0,1944.07,1811.22,443242.83,0.004121,0.014,0
2024-11-01,A00172,C0087,Joshua Pemberton,Declan Moreau,West,Mass Affluent,Trust,2023-10-07,443242.83,2096.79,0.0,2096.79,-2362.88,442976.74,-0.005331,-0.008,0
2024-12-01,A00172,C0087,Joshua Pemberton,Declan Moreau,West,Mass Affluent,Trust,2023-10-07,442976.74,3648.78,0.0,3648.78,12424.27,459049.79,0.028047,0.031,0
2025-01-01,A00172,C0087,Joshua Pemberton,Declan Moreau,West,Mass Affluent,Trust,2023-10-07,459049.79,2362.52,0.0,2362.52,-968.57,460443.74,-0.00211,0.012,0
2025-02-01,A00172,C0087,Joshua Pemberton,Declan Moreau,West,Mass Affluent,Trust,2023-10-07,460443.74,1093.62,0.0,1093.62,-9471.51,452065.85,-0.02057,-0.024,0
2025-03-01,A00172,C0087,Joshua Pemberton,Declan Moreau,West,Mass Affluent,Trust,2023-10-07,452065.85,940.46,0.0,940.46,13409.24,466415.55,0.029662,0.018,0
2025-04-01,A00172,C0087,Joshua Pemberton,Declan Moreau,West,Mass Affluent,Trust,2023-10-07,466415.55,2569.47,0.0,2569.47,10044.06,479029.08,0.021535,0.026,0
2025-05-01,A00172,C0087,Joshua Pemberton,Declan Moreau,West,Mass Affluent,Trust,2023-10-07,479029.08,0.0,4004.6,-4004.6,2780.61,477805.09,0.005805,0.007,0
2025-06-01,A00172,C0087,Joshua Pemberton,Declan Moreau,West,Mass Affluent,Trust,2023-10-07,477805.09,0.0,0.0,0.0,-25410.07,452395.02,-0.053181,-0.041,0
2025-07-01,A00172,C0087,Joshua Pemberton,Declan Moreau,West,Mass Affluent,Trust,2023-10-07,452395.02,0.0,0.0,0.0,6186.61,458581.63,0.013675,0.009,0
2025-08-01,A00172,C0087,Joshua Pemberton,Declan Moreau,West,Mass Affluent,Trust,2023-10-07,458581.63,0.0,0.0,0.0,13158.95,471740.58,0.028695,0.033,0
2025-09-01,A00172,C0087,Joshua Pemberton,Declan Moreau,West,Mass Affluent,Trust,2023-10-07,471740.58,0.0,0.0,0.0,7245.41,478985.99,0.015359,0.015,0
2025-10-01,A00172,C0087,Joshua Pemberton,Declan Moreau,West,Mass Affluent,Trust,2023-10-07,478985.99,0.0,0.0,0.0,13418.45,492404.44,0.028014,0.022,0
2025-11-01,A00172,C0087,Joshua Pemberton,Declan Moreau,West,Mass Affluent,Trust,2023-10-07,492404.44,0.0,0.0,0.0,-8045.31,484359.13,-0.016339,-0.013,0
2025-12-01,A00172,C0087,Joshua Pemberton,Declan Moreau,West,Mass Affluent,Trust,2023-10-07,484359.13,3401.73,0.0,3401.73,13946.7,501707.56,0.028794,0.028,0
2026-01-01,A00172,C0087,Joshua Pemberton,Declan Moreau,West,Mass Affluent,Trust,2023-10-07,501707.56,0.0,0.0,0.0,1614.86,503322.42,0.003219,0.011,0
2026-02-01,A00172,C0087,Joshua Pemberton,Declan Moreau,West,Mass Affluent,Trust,2023-10-07,503322.42,1334.15,0.0,1334.15,12465.15,517121.72,0.024766,0.019,0
2026-03-01,A00172,C0087,Joshua Pemberton,Declan Moreau,West,Mass Affluent,Trust,2023-10-07,517121.72,0.0,0.0,0.0,-6922.87,510198.85,-0.013387,-0.006,0
2026-04-01,A00172,C0087,Joshua Pemberton,Declan Moreau,West,Mass Affluent,Trust,2023-10-07,510198.85,0.0,0.0,0.0,12644.76,522843.61,0.024784,0.024,0
2026-05-01,A00172,C0087,Joshua Pemberton,Declan Moreau,West,Mass Affluent,Trust,2023-10-07,522843.61,2367.67,7608.53,-5240.86,3978.65,521581.4,0.00761,0.016,0
2026-06-01,A00172,C0087,Joshua Pemberton,Declan Moreau,West,Mass Affluent,Trust,2023-10-07,521581.4,1980.84,0.0,1980.84,6634.28,530196.52,0.01272,0.008,0
2026-07-01,A00172,C0087,Joshua Pemberton,Declan Moreau,West,Mass Affluent,Trust,2023-10-07,530196.52,1938.09,0.0,1938.09,15580.54,547715.15,0.029386,0.03,0
2026-08-01,A00172,C0087,Joshua Pemberton,Declan Moreau,West,Mass Affluent,Trust,2023-10-07,547715.15,0.0,0.0,0.0,6235.23,553950.38,0.011384,0.013,0
